CompanyId,ProducerName,Producer Size,SiteName,groupid,Groupname,CombinedGroupName,Std Cost/Lb Gain,GroupType,BusinessUnitName,DateFirstEntered,PARITY,PARITYGROUP,StartPigsInterval,TotalPigsIn,TotalPigsInWeight,AvgPigsInWeight,TotalPigsProduced,AvgExitPigWeight,TotalStdPigs,PercentStdPigs,TotalStdPigWt,AvgStdPigWt,TotalSubStdPigs,PercentSubStdPigs,TotalSubStdPigWt,AvgSubStdPigWt,NetWtProduced,Adg,TotalFeed,FeedLbsPerPigProduced,GroupCloseDate,Gender,MONTH,QTR,YEAR,HealthStatus,CLEAN/DIRTY,AvgWtOutWODeadWt,TransferPercOut,MarketSalesPercOut,GeneticSalesPercOut,OtherSalesPercOut,AdjustmentPercOut,FEED COST/TON,FeedCostlbGain,MortalityPercPigsIn,FC,AdjFC,Adfi,PigsProduced,LocationDays,AvgDof,Dof,ServiceTechName,PigFlow,Genetics,SIRELINE,DAMLINE,SupervisorName,VeterinarianName,NutritionistName,Nutrition,CustomRole3Name,CustomRole4Name,CustomRole5Name,CreatedRow,TotalLossQty,PercentMortality,PercentTop,VerificationDate,AssignedCode,LostOppPerHd,Yield,PercCV,OpportunityCost,TargetMarketWgt,PORAvgWeanAge,PORAvgWeanWeight,PORSireLine,PORPRRS_Status,PORSimplified_Health,FeedMill,SM REGION,LARGE REGION,PercentTopTotalHd
31,Ostrander Pork LLC,,Sabolik Pork East,731779,26OPL-101,26OPL-101,,Wean to Finish,System G-F,7/28/2025,,,0.0,1483,22268,15.015398126903262,1250,293.42681772764234,1080,0.8642658258081535,320378,296.6458471459539,0,0.0,0,0.0,320378,1.6651055673672568,1019264.86,815.411891191291,1/13/2026,Mixed,JAN,Q1,2026,Level 2: PRRS Neg Comm,,308.7923952071742,0.0,0.8757739597634547,0.0,0.0,0.007815957747239,,0.3274821650432297,13.8550600825599,2.81955788556946,2.749839178556256,4.765693871987968,1250,176.2551273932974,173.4362442249341,170.0,Continuous ,Greenwood Colony,TN-DUROC x TN,TN-DUROC,,,Dominic Dettmer,MILLBROOK Nutrition ,,YES ,,R ,,-229,0.1544553771548939,0.9070583243924436,1/31/2026,GT,0,0,0,,,,,,,,Larkspur Copperline Mill,,,1250
161,BETHKE,,BETHKE KESTNER OAKDALE,834067,25BET-101,25BET-101,,Wean To Finish,Producer Managed,5/3/2025,,,,67531,856529,12.683486110965957,59173,290.109384281409,51740,0.8743857937288309,15727054,303.9631563923973,1153,0.0194781728492545,292311,253.5221016006068,16019365,1.6475351755522558,38302414.63,647.2954662754217,12/29/2025,,DEC,Q4,2025,Mixed,,300.501249265998,,,,,,,0.2763258404782545,10.724914206226355,2.4859726034766947,2.2675043356604183,4.407367230642022,59173,,162.30925833331565,,Continuous,Mixed,PIC 800 x PIC,PIC 800,,,Mixed,VANTAGE ,,YES,,,Q,-7462,0.1104911895179392,0.9013666209788892,1/18/2026,GL,0,0,0,,,,,,,,,,,59173
31,Ostrander Pork LLC,,Coulson Pork West,727458,26OPL-102,26OPL-102,,Wean to Finish,System G-F,9/15/2025,,,0.0,1649,24664,14.957055368663635,1091,281.3697587726439,796,0.7294264562722603,221421,278.1673650494186,0,0.0,0,0.0,221421,1.695707070838599,835318.71,765.6450181612623,2/23/2026,Mixed,FEB,Q1,2026,Level 2: PRRS Neg Comm,,276.22719650774127,0.0,0.7198876271619012,0.0,0.0,0.0201845082532087,,0.3393728136351704,29.429576110770626,2.9772562314179702,2.989407884745658,4.597824106420576,1091,154.18586690657827,155.71460376448886,162.0,Continuous ,Greenwood Colony,TN-DUROC x TN,TN-DUROC,,Linda Bergman,Dominic Dettmer,MILLBROOK Nutrition ,,YES ,,8M ,,-429,0.2601450597769832,0.7491014930941329,3/17/2026,GT,0,0,0,,,,,,,,Larkspur Copperline Mill,,,1091
404,Yoachim & Kaufman,,Maddox 11 South,868146,25YK-101,25YK-101,,Wean to Finish,System G-F,3/24/2025,3.4,3.1-3.5,0.0,1270,19046,14.997188989328585,1192,296.5686815076053,1083,0.908486334298697,312165,288.24143097874287,17,0.0146669794715751,3019,177.5999375172634,315184,1.780128473087518,918737.01,770.7525268799433,8/28/2025,Mixed,AUG,Q3,2025,Level 2: PRRS Neg Comm,,299.1750740387101,0.0,0.8732862258416623,0.0,0.0,0.0056574399134293,,0.3415666286387351,9.451530194331257,2.5012539439734294,2.499304403373747,4.680008078436615,1192,146.77352845430462,146.43940804751912,158.0,Continuous ,Windy Plains,PIC 800 x PIC/FAST,PIC 800,,,Nathan Prescott,MILLBROOK Nutrition ,,YES ,,R ,,-108,0.0853952285066162,0.9139010686074108,1/18/2026,G,0,0,0,,,22.78730669610383,14.82812465382436,PIC-800,2.0,RED,Home Mill,,,1192
31,Schrupp Livestock,,Pork 10,795676,25SL-101,25SL-101,,Wean to Finish,System G-F,1/30/2025,3.2,3.1-3.5,4.0,2388,39410,16.50344381507699,2469,271.89636848221807,2344,0.9494667667618736,651247,277.83565309950967,7,0.0028098805645348,1447,206.66884183283184,652694,1.9419465812559096,1748135.39,708.0337761569257,7/24/2025,Mixed,JUL,Q3,2025,Level 2: PRRS Neg Comm,,303.24235740259905,0.0,0.9327049153970424,0.0,0.0,0.0,,0.3364813615090693,4.765865060508356,2.7349343544005955,2.248642842280313,4.653175909679403,2469,190.7687712605344,155.87238888285643,176.0,,Thunder Ridge,PIC 800 x TN,PIC 800,,,,,,YES ,,R ,,-119,0.0498499315753383,0.9692862922761007,8/4/2025,BJ,0,0,0,,,26.15990364422268,16.975657736635654,PIC-800,2.0,GREEN,Vernfield Line Wheatland,,,2469
555,Kaufman & Loeffler,,Skarphol/Sabolik Nursery,713592,25KL-101,25KL-101,,Wean to Finish,Producer Managed,1/24/2025,,,0.0,2627,45471,17.309251669112708,2209,283.0542395480844,2008,0.9088572000695784,593741,295.6876115847596,13,0.0060308036333367,3250,250.01971959596543,596991,1.7588957765564075,1698368.86,768.8405873241783,7/14/2025,Mixed,JUL,Q3,2025,Level 2: PRRS Neg Comm,,281.61154619564235,0.0,0.9188834953112788,0.0,0.0,0.0121950653566413,,0.3272791816706704,6.113101650588282,2.8446777578908806,2.629706964900977,4.515707851531151,2209,179.8346041676646,165.58692534716323,0.0,All in All Out ,Hanson West,DNA 610 x DNA,DNA 610,,,Linda Brandvold ,CedarLine Highline ,,YES ,250120RN - 250317SB ,R ,C,-195,0.0744017860287943,0.9359070092543444,7/27/2025,EN,0,0,0,,,,,,,,Fieldstone Feeds,,,2209
274,Guenther Feeders,,SABOLIK - New Bruckner Pork,816718,25GF-101,25GF-101,,Wean to Finish,Producer Managed,3/9/2025,,,1.0,2353,29125,12.377968711846163,2383,274.0344857319801,2158,0.9056226661247294,612815,283.97346237640136,25,0.0104080640231597,5548,221.9293416058704,618363,1.7439762668944072,1636540.38,686.7563481209448,8/27/2025,Mixed,AUG,Q3,2025,Level 3: Vaccine Pos Comm,,293.0973271015392,0.0,0.9449968783907364,0.0,0.0,0.0003788346701984,,0.2993689284740353,5.721634420461148,2.5930300537776776,2.329419584747201,4.557589052872925,2383,175.1440448344094,153.8429854506124,172.0,,Nokomis,PIC x PIC,PIC 337,,Richard Zastrow,Adam Radcliff,,,YES ,,,,-138,0.0586835468477357,0.8948394533968551,9/7/2025,AL,0,0,0,,,,,,,,Braddock Mill,,,2383
217,Halvorsen Bros.,,MADDOX FARMS LLC,903087,26HB-101,26HB-101,,Wean to Finish,Vantage Pork LLC,7/29/2025,,,7.0,2910,46667,16.03693496764727,2326,321.0377490388452,2131,0.9162559911746928,681773,319.9311643495813,77,0.0330353846044238,13883,180.3024946382908,695656,1.977267496478429,1663587.96,715.2140849831401,1/21/2026,Mixed,JAN,Q1,2026,Level 3: Vaccine Pos Comm,,301.5460879553262,0.0,0.9466721169625388,0.0,0.0,0.0016036183418195,,0.3113483364993195,3.2508537828748287,2.7142236178702523,2.4263258120252904,4.754770721072476,2326,182.6911167314212,148.01986222220228,177.0,All In All Out ,ProPork LLC,DNA 610 x PIC,DNA 610,,Derek Guenther ,Megan Novotny,,,YES ,,3,,-94,0.032225137182456,0.9510358936557474,3/8/2026,BP,0,0,0,,,,,,,,Kirkland,,,2326
31,Renken & Roskamp,,Pine Bluff,722914,26RR-101,26RR-101,,Wean to Finish,System G-F,10/25/2025,3.2,3.1-3.5,0.0,1304,18759,14.38606334031402,1370,298.95904710336225,1285,0.9381528778715942,401932,312.7878269115221,19,0.01362528483643,3423,180.1510390315057,405355,2.0260545093016584,981133.49,716.1558335514264,4/2/2026,Mixed,APR,Q2,2026,Level 2: PRRS Neg Comm,,307.32159942938483,0.0,0.9552290900214124,0.0,0.0,0.0,,0.3158778744543922,4.249793205978954,2.3614653848738416,2.305412014800144,4.549749398170049,1370,168.36281103270534,161.31925091224494,160.0,All in All Out ,Elm Valley,DNA 610 x TN,DNA 610,,,,,,YES ,,,,-51,0.0389983276087196,0.9538707622631404,4/25/2026,HG,0,0,0,,,24.21621146179379,16.74267765866429,DNA-610,2.0,GREEN,CedarLine Coop Association,,,1370
31,Ostrander Pork LLC,,Reinholt West,986036,25OPL-101,25OPL-101,,Wean to Finish,System G-F,6/10/2025,,,0.0,1536,22754,14.813811255277168,1409,278.85078191401965,1308,0.9282733128380568,383919,293.51637164341963,0,0.0,0,0.0,383919,1.7338373582205957,993237.35,704.9236016198812,11/26/2025,Mixed,NOV,Q4,2025,Level 2: PRRS Neg Comm,,305.532852308628,0.0,0.8911844307275635,0.0,0.0,0.0062692281779869,,0.2971317191235589,9.771111257322444,2.5903291482134474,2.461811385946431,4.232612787396839,1409,168.36912684888333,159.79467154764734,170.0,Continuous ,Greenwood Colony,TN-DUROC x TN,TN-DUROC,,,Dominic Dettmer,MILLBROOK Nutrition ,,YES ,,R ,,-153,0.0993802125348362,0.9223473019334812,1/10/2026,GT,0,0,0,,,,,,,,Larkspur Copperline Mill,,,1409
520,GRIEVE,,Dettmer Petrick,745267,25GRI-101,25GRI-101,,Wean to Finish,Producer Managed,1/23/2025,3.4,3.1-3.5,4.0,2223,28422,12.785280027803214,2181,274.4787861424897,2002,0.9178007468274136,527805,263.6388158741428,40,0.0184047181111749,8354,208.8548952047088,536159,1.679306565905284,1297341.85,594.8380794380028,7/17/2025,Mixed,JUL,Q3,2025,Level 2: PRRS Neg Comm,,286.93988250578445,0.0,0.886937438113542,0.0,0.0,0.0008923356460464,,0.2968156535237931,8.484308872661149,2.409834447993947,2.49437621512277,3.958438239296145,2181,185.8124749720541,160.67670169680508,176.0,,Mustang Pass,PIC 800 x PIC,PIC 800,,Millbrook Brothers ,Jason Corning,Vantage Nutrition ,,YES ,,,,-178,0.0799947500974483,0.8793216310822184,8/27/2025,M,0,0,0,,,20.28769430967157,13.797907465724103,PIC-800,2.0,RED,Millbrook Brothers Feed Mill,,,2181
555,Kaufman & Loeffler,,Skarphol/Sabolik Nursery,970537,26KL-101,26KL-101,,Wean to Finish,Producer Managed,10/3/2025,,,0.0,2326,31008,13.330844410779868,2303,297.5138168912522,2075,0.9008711216474572,601703,289.977212992889,37,0.0160555613873264,9502,256.819355040424,611205,1.7942187752347143,1702989.99,739.4659083385837,4/3/2026,Mixed,APR,Q2,2026,Level 3:  Vaccine Pos Comm/Level 4: PRRS Stable,,294.1813351626509,0.0,0.9281688327798486,0.0,0.0,0.0011294427087426,,0.2954388491258465,7.458517802192275,2.774743807307589,2.460660595196345,4.815668210213092,2303,187.5836275200366,163.2193782480403,0.0,All in All Out ,Hanson West,DNA 610 x DNA,DNA 610,,,Linda Brandvold ,CedarLine Highline ,,YES ,250929RN  - 251124SB ,,C,-194,0.0833873463964857,0.9487500768876737,4/7/2026,EN,0,0,0,,,,,,,,Fieldstone Feeds,,,2303
8,Vollmer & Ehlers,,EAST YODER./GOLD CREEK HOME,961268,25VE-101,25VE-101,,Wean to Finish,Producer Managed,3/19/2025,3.9,3.6-4.0,0.0,1996,31590,15.826660400739074,1626,281.95948491689313,1448,0.8902433677247422,410093,283.21368372688573,17,0.010758758580399,3806,223.88364264498287,413899,1.7186523462624943,1199262.43,737.5537714976638,9/10/2025,Mixed,SEP,Q3,2025,Good/PRRS,,292.5938240380267,0.0,0.8810139533048801,0.0,0.0,0.0054766286688778,,0.319368572621381,9.656780389920508,2.489510499301096,2.5096427145980864,4.545157080506133,1626,335.55884528590906,163.52361983574107,0.0,,JAYHAWK,CAM x 800,PIC 800,,CEDARLINE FEED ,Craig Kirschner,Vantage Nutrition ,,Yes ,MH-25JHEC1204 ,Wet/Dry - Shelf ,C,-173,0.0869060814551601,0.8774882055955826,10/8/2025,EX,0,0,0,,,23.1548404306259,14.773252004870272,PIC-800,2.0,GREEN,VANTAGE Vernfield Mill (new),,,1626
437,Trapp Pork Partners,,Timber/Winship,864151,26TPP-101,26TPP-101,,Wean to Finish,Ashcombe-GF,9/12/2025,4.1,>4,1.0,2523,32496,12.879848773733348,2374,270.67483481975546,2225,0.937127301178032,645666,290.1870029311518,80,0.0336040084875008,16329,204.11603920719503,661995,1.7890929200516332,1772501.4,746.6307518009659,2/28/2026,Mixed,FEB,Q1,2026,Level 3:  Vaccine Pos Comm,,300.43084776528747,0.0,0.877097101890267,0.0,0.0,0.0067171840494204,,0.2707479539751256,5.398566978903892,2.589691651654824,2.5656781076844086,4.844857087917918,2374,172.72137722415792,154.20973816038938,0.0,All in All Out /Continuous ,S&S,DNA 610 x PIC,DNA 610,,Chad Mickelson,,JUNCTION Nurs/BlueStem Fin ,,YES ,WF HW1F136 ,,C,-127,0.0502382449159366,0.917135245440851,3/16/2026,CT,0,0,0,,,23.82836645728185,13.659408085413675,DNA-610,3.0,RED,CORNERSTONE-Vantage/SUMMIT Farm Mill,,,2374
